Age,10th & Page_T,Barracks / Rugby_T,Barracks Road_T,Belmont_T,Fifeville_T,Fry's Spring_T,Greenbrier_T,Jefferson Park Avenue_T,Johnson Village_T,Lewis Mountain_T,Locust Grove_T,Martha Jefferson_T,North Downtown_T,Ridge Street_T,Rose Hill_T,Starr Hill_T,The Meadows_T,Venable_T,Woolen Mills_T,10th & Page_Tct,Barracks / Rugby_Tct,Barracks Road_Tct,Belmont_Tct,Fifeville_Tct,Fry's Spring_Tct,Greenbrier_Tct,Jefferson Park Avenue_Tct,Johnson Village_Tct,Lewis Mountain_Tct,Locust Grove_Tct,Martha Jefferson_Tct,North Downtown_Tct,Ridge Street_Tct,Rose Hill_Tct,Starr Hill_Tct,The Meadows_Tct,Venable_Tct,Woolen Mills_Tct,Year
5 to 9,13.784135240572171,10.631040363843093,0.0,4.085085810974136,5.090670745029495,3.816549069916613,5.11472275334608,0.5880705684682161,7.601184600197433,1.5923566878980893,3.6082474226804124,3.1613976705490847,8.170776591829224,6.3602599814298975,3.0193236714975846,0.0,3.115501519756839,1.9279482127779342,4.43609022556391,212,187,0,169,233,119,107,21,154,15,77,57,222,274,25,0,41,137,59,2020
10 to 14,8.45253576072822,3.7521318931210916,0.0,3.1907179115300943,5.811667030806205,4.714560615779345,2.8680688336520075,0.5320638476617194,13.968410661401776,2.5477707006369426,4.170571696344893,7.210205213533,3.827751196172249,6.197771587743732,3.864734299516908,0.0,2.811550151975684,0.9006473402758233,2.781954887218045,130,66,0,132,266,147,60,19,283,24,89,130,104,267,32,0,37,64,37,2020
15 to 19,1.2353706111833551,1.762364980102331,9.56989247311828,3.045685279187817,2.3377758357002403,4.778704297626684,2.9636711281070744,16.85802296275553,0.9871668311944719,15.817409766454352,3.7488284910965324,1.8302828618968385,4.085388295914612,3.3890436397400188,4.7101449275362315,0.0,3.4954407294832825,13.256403039684773,3.6842105263157894,19,31,89,126,107,149,62,602,20,149,80,33,111,146,39,0,46,942,49,2020
20 to 24,13.068920676202861,3.9795338260375215,42.473118279569896,2.3930384336475705,10.312431723836575,7.633098139833226,0.7648183556405354,49.31391767012042,1.9249753208292202,26.751592356687897,0.5623242736644799,4.936217415418747,3.7909458962090543,4.131847725162489,13.526570048309178,4.67005076142132,3.4954407294832825,48.28314100759921,3.007518796992481,201,70,395,99,472,238,16,1761,39,252,12,89,103,178,112,46,46,3431,40,2020
25 to 29,8.907672301690507,6.7652075042637865,32.365591397849464,5.34203529127387,10.814944286650645,11.09685695958948,5.927342256214149,7.5609073088770655,9.18065153010859,2.8662420382165603,13.120899718837864,18.191902384914034,6.440927493559072,8.983286908077995,4.106280193236715,22.436548223350254,12.917933130699089,14.255558682803265,2.706766917293233,137,119,301,221,495,346,124,270,186,27,280,328,175,387,34,221,170,1013,36,2020
30 to 34,18.400520156046813,9.1529277998863,9.78494623655914,13.318830070099105,9.285558225912169,15.458627325208466,3.7762906309751436,10.585270232427892,2.8627838104639682,0.21231422505307856,8.341143392689785,10.704381586245146,12.587412587412587,13.138347260909935,4.951690821256038,11.065989847715736,6.914893617021277,3.23670137911624,8.19548872180451,283,161,91,551,425,482,79,378,58,2,178,193,342,566,41,109,91,230,109,2020
35 to 39,7.282184655396619,8.925525866969869,0.0,14.019821126420112,6.83854052873061,11.321359846055163,9.416826003824092,1.2321478577429292,5.182625863770977,2.0169851380042463,8.059981255857544,12.701053799223516,5.336768494663231,11.095636025998143,4.106280193236715,3.6548223350253806,5.091185410334346,1.2946805516464959,15.714285714285714,112,157,0,580,313,353,197,44,105,19,172,229,145,478,34,36,67,92,209,2020
40 to 44,3.6410923276983094,6.196702671972711,0.0,4.931109499637419,3.036923749180686,6.093649775497114,3.6806883365200767,1.2041444973396807,8.933859822309971,3.290870488322718,9.372071227741332,2.8840820854132003,9.38535149061465,8.867223769730733,1.0869565217391304,5.888324873096447,9.574468085106384,3.0959752321981426,16.090225563909776,56,109,0,204,139,190,77,43,181,31,200,52,255,382,9,58,126,220,214,2020
45 to 49,3.4460338101430428,7.333712336554861,2.4731182795698925,9.137055837563452,7.450294953026,3.1430404105195637,8.269598470363288,0.5320638476617194,10.957551826258637,9.235668789808917,8.903467666354265,6.7110371602884085,4.195804195804196,3.5979572887650884,3.140096618357488,1.116751269035533,9.878419452887538,2.1953278919223194,2.1052631578947367,53,129,23,378,341,98,173,19,222,87,190,121,114,155,26,11,130,156,28,2020
50 to 54,3.4460338101430428,3.808982376350199,0.0,8.24268793811941,6.663753550360498,7.4406670942912125,6.07074569789675,1.6802016241949034,4.738400789733465,2.4416135881104033,2.8116213683223994,9.484193011647255,4.747883695252116,6.5691736304549675,14.855072463768115,1.015228426395939,3.723404255319149,2.2375457359977484,6.69172932330827,53,67,0,341,305,232,127,60,96,23,60,171,129,283,123,10,49,159,89,2020
55 to 59,4.031209362808843,9.948834565093803,0.0,7.009910563210056,6.5108149442866505,4.490057729313663,10.038240917782026,0.8681041725007,8.835143139190523,7.32484076433121,4.920337394564199,2.6067665002773155,11.225616488774383,6.128133704735376,5.676328502415459,0.0,15.577507598784194,2.1249648184632703,8.646616541353383,62,175,0,290,298,140,210,31,179,69,105,47,305,264,47,0,205,151,115,2020
60 to 64,1.8205461638491547,5.741898806139853,1.5053763440860215,10.998307952622673,5.221760978807079,2.4374599101988452,8.699808795411089,0.05600672080649678,1.6288252714708786,7.961783439490445,9.044048734770385,5.158069883527454,9.38535149061465,4.712163416898793,1.0869565217391304,2.030456852791878,4.407294832826747,1.1539544047283985,1.3533834586466165,28,101,14,455,239,76,182,2,33,75,193,93,255,203,9,20,58,82,18,2020
65 to 69,4.681404421326398,10.23308698123934,0.0,2.9006526468455403,2.5999563032554076,1.0583707504810775,13.097514340344167,3.5284234108092973,2.813425468904245,11.040339702760084,7.4039362699156515,5.268996117581808,3.533308796466691,3.0872794800371404,7.125603864734299,5.380710659898477,1.8237082066869301,0.5629045876723895,14.887218045112782,72,180,0,120,119,33,274,126,57,104,158,95,96,133,59,53,24,40,198,2020
70 to 74,0.0,3.9795338260375215,0.0,4.665216340343244,2.9713786322918945,0.8338678640153945,8.938814531548758,0.504060487258471,7.897334649555775,0.9554140127388535,1.7338331771321462,0.5546311702717692,3.165255796834744,3.1569173630454967,8.091787439613526,22.84263959390863,4.027355623100304,1.280607936954686,0.6015037593984962,0,70,0,193,136,26,187,18,160,9,37,10,86,136,67,225,53,91,8,2020
75 to 79,0.0,1.7055144968732234,0.0,2.1754894851341553,1.9226567620712256,0.6093649775497113,3.7762906309751436,0.8681041725007,5.429417571569595,1.910828025477707,4.029990627928772,3.937881308929562,1.4354066985645932,0.9981429897864438,1.6908212560386473,2.8426395939086295,0.6838905775075987,0.15479876160990713,3.2330827067669174,0,30,0,90,88,19,79,31,110,18,86,71,39,43,14,28,9,11,43,2020
80 to 84,0.06501950585175553,0.28425241614553726,0.0,0.8943678994440416,0.32772558444395894,0.9621552277100706,2.2466539196940727,1.0361243349201905,2.665350444225074,1.5923566878980893,2.483598875351453,1.2756516916250693,0.7729112992270887,0.6499535747446611,0.7246376811594203,6.2944162436548226,2.6595744680851063,1.2946805516464959,1.0526315789473684,1,5,0,37,15,30,47,37,54,15,53,23,21,28,6,62,35,92,14,2020
85 and up,0.06501950585175553,0.9096077316657192,0.0,1.3294657964708727,1.5949311776272668,4.682488774855677,1.147227533460803,0.0,0.0,1.6985138004246285,1.218369259606373,1.3311148086522462,0.6993006993006993,1.0909935004642526,2.0531400966183573,7.106598984771574,4.331306990881459,1.6324233042499297,0.7518796992481203,1,16,0,55,73,146,24,0,0,16,26,24,19,47,17,70,57,116,10,2020
0 to 4,3.9551357733175916,5.911949685534591,1.2486992715920915,1.6461859494551356,10.442965343126005,7.28476821192053,3.9307440336920916,0.0,7.884427032321254,0.8869179600886918,4.33127082341742,3.613807982740022,7.862833391063387,11.294765840220386,6.723484848484849,1.78173719376392,13.955071477195371,1.6314199395770392,2.7124773960216997,67,94,12,71,455,242,84,0,161,8,91,67,227,451,71,16,205,108,30,2021
5 to 9,20.24793388429752,11.0062893081761,0.0,2.68954324136332,5.875602478769796,3.552077062010837,5.802526906878802,0.0,8.22722820763957,0.8869179600886918,2.8557829604950022,3.236245954692557,8.4863179771389,6.010518407212622,1.7992424242424243,0.0,7.079646017699115,1.5256797583081572,3.1645569620253164,343,175,0,116,256,118,124,0,168,8,60,60,245,240,19,0,104,101,35,2021
10 to 14,10.330578512396695,3.207547169811321,0.0,3.5474147924878277,4.383750286894652,5.869957856712824,5.334581188582124,0.0,10.773751224289912,2.882483370288248,2.9033793431699193,4.638619201725998,3.4638032559750607,4.507888805409467,4.261363636363637,0.0,4.4928522804629,1.1027190332326284,4.159132007233273,175,51,0,153,191,195,114,0,220,26,61,86,100,180,45,0,66,73,46,2021
15 to 19,4.309327036599764,1.5723270440251573,9.573361082206036,4.915372130767447,3.259123249942621,4.154124021673691,3.696771174543753,18.239757207890744,0.8325171400587659,15.742793791574279,3.569728700618753,1.2944983818770226,2.182196051264288,3.956924618081643,8.996212121212121,0.0,3.2675289312457454,12.235649546827794,7.594936708860759,73,25,92,212,142,138,79,601,17,142,75,24,63,158,95,0,48,810,84,2021
20 to 24,10.566706021251475,1.6981132075471699,43.704474505723205,3.8720148388592626,8.583887996327748,8.217940999397953,1.169864295741694,53.8391502276176,6.953966699314398,24.16851441241685,2.094240837696335,4.908306364617045,4.121925874610322,2.3791635361883294,11.458333333333334,3.2293986636971046,1.7018379850238257,46.49546827794562,2.4412296564195297,179,27,420,167,374,273,25,1774,142,218,44,91,119,95,121,29,25,3078,27,2021
25 to 29,3.0696576151121606,6.352201257861635,29.76066597294485,4.196614885230698,11.406931374799173,10.626128838049368,6.176883481516144,6.555386949924127,10.626836434867776,2.9933481152993346,10.280818657782008,18.500539374325783,5.507447177000347,11.044327573253193,3.0303030303030303,22.271714922048996,11.095983662355344,13.791540785498489,3.7070524412296564,52,101,286,181,497,353,132,216,217,27,216,343,159,441,32,200,163,913,41,2021
30 to 34,20.011806375442738,9.622641509433961,10.718002081165453,15.789473684210526,10.764287353683727,12.22155328115593,2.573701450631727,7.040971168437026,9.843290891283056,0.22172949002217296,8.09138505473584,9.81661272923409,13.023900242466228,11.419984973703983,4.829545454545454,8.574610244988865,8.645336963921034,3.066465256797583,6.962025316455696,339,153,103,681,469,406,55,232,201,2,170,182,376,456,51,77,127,203,77,2021
35 to 39,9.74025974025974,10.566037735849056,0.0,11.662415951773708,7.964195547394996,8.880192655027091,8.235844642021526,1.1836115326251897,5.2399608227228205,0.22172949002217296,6.568300809138505,12.028047464940668,8.243851749220644,8.79038317054846,7.670454545454546,4.67706013363029,5.105513955071477,1.283987915407855,17.811934900542497,165,168,0,503,347,295,176,39,107,2,138,223,238,351,81,42,75,85,197,2021
40 to 44,0.0,6.415094339622642,0.8324661810613944,7.094829584975655,3.4656873995868716,7.344972907886815,3.883949461862424,1.4264036418816388,6.121449559255632,1.9955654101995566,11.327939076630177,4.153182308522115,9.871839279528922,8.74029551715502,3.882575757575758,9.688195991091314,10.619469026548673,2.719033232628399,16.907775768535263,0,102,8,306,151,244,83,47,125,18,238,77,285,349,41,87,156,180,187,2021
45 to 49,1.2396694214876034,9.056603773584905,2.705515088449532,9.251101321585903,7.551067248106495,3.0704394942805537,9.546092653252222,1.0015174506828528,7.7864838393731635,8.758314855875831,6.758686339838173,6.094929881337649,4.01801177693107,4.182319058352117,12.878787878787879,1.447661469933185,6.671204901293397,2.598187311178248,1.5370705244122966,21,144,26,399,329,102,204,33,159,79,142,113,116,167,136,13,98,172,17,2021
50 to 54,7.733175914994097,3.647798742138365,0.0,6.5847437978205425,7.206793665366078,9.30162552679109,4.819840898455779,2.974203338391502,4.75024485798237,2.2172949002217295,3.141361256544503,8.30636461704423,3.0481468652580532,5.033809166040571,10.795454545454545,1.1135857461024499,1.9060585432266848,2.02416918429003,9.49367088607595,131,58,0,284,314,309,103,98,97,20,66,154,88,201,114,10,28,134,105,2021
55 to 59,2.4203069657615113,7.044025157232705,0.0,7.604915372130767,7.252696809731467,5.358217940999398,9.59288722508189,2.3672230652503794,7.590597453476984,7.5388026607538805,8.23417420276059,3.829557713052859,12.642881884308972,7.412972702228901,4.924242424242424,0.779510022271715,10.823689584751532,2.6586102719033233,1.8987341772151898,41,112,0,328,316,178,205,78,155,68,173,71,365,296,52,7,159,176,21,2021
60 to 64,1.770956316410862,5.59748427672956,0.0,9.135172733596105,5.4395226072986,2.046959662853703,7.29995320542817,0.09104704097116843,1.6160626836434868,9.645232815964523,8.472156116135174,3.236245954692557,6.442674056113613,4.082143751565239,1.5151515151515151,3.2293986636971046,4.356705241660994,3.4290030211480365,3.7070524412296564,30,89,0,394,237,68,156,3,33,87,178,60,186,163,16,29,64,227,41,2021
65 to 69,4.48642266824085,11.446540880503145,0.0,4.196614885230698,1.4459490475097545,3.0102347983142685,11.230697239120262,3.2776934749620636,2.693437806072478,16.96230598669623,8.948119942884341,6.310679611650485,3.3945271908555594,4.933633859253694,6.4393939393939394,11.247216035634743,1.2253233492171545,1.2688821752265862,9.584086799276673,76,182,0,181,63,100,240,108,55,153,188,117,98,197,68,101,18,84,106,2021
70 to 74,0.0,3.9622641509433962,0.0,4.428472061210295,3.075510672481065,3.732691149909693,6.457650912494151,0.5766312594840668,5.827619980411361,0.8869179600886918,3.8553069966682534,2.0496224379719523,3.5677173536543125,3.0803906836964687,5.303030303030303,17.817371937639198,2.6548672566371683,1.0876132930513596,1.7179023508137432,0,63,0,191,134,124,138,19,119,8,81,38,103,123,56,160,39,72,19,2021
75 to 79,0.0,2.20125786163522,0.0,1.7853002550428936,1.5377553362405325,0.7826610475617098,4.866635470285447,0.6980273141122914,2.2037218413320274,1.441241685144124,3.522132317943836,5.070118662351672,1.8358157256667822,1.3273228149261207,1.4204545454545454,0.0,0.7488087134104833,0.10574018126888217,4.249547920433996,0,35,0,77,67,26,104,23,45,13,74,94,53,53,15,0,11,7,47,2021
80 to 84,0.0590318772136954,0.0,0.0,0.7883143983306283,0.3442735827404177,0.9331727874774233,2.3865231633130555,0.7283763277693475,1.0284035259549462,1.441241685144124,4.283674440742503,1.564185544768069,1.6972635954277797,1.0017530678687703,1.893939393939394,5.679287305122495,3.0633083730428865,1.0876132930513596,1.2658227848101267,1,0,0,34,15,31,51,24,21,13,90,29,49,40,20,51,45,72,14,2021
85 and up,0.0590318772136954,0.6918238993710691,1.45681581685744,0.811500115928588,0.0,3.6122817579771223,2.9948525970987365,0.0,0.0,1.1086474501108647,0.7615421227986673,1.348435814455232,0.5888465535157603,0.8014024542950163,2.178030303030303,8.46325167037862,2.5867937372362153,1.8882175226586102,1.0849909584086799,1,11,14,35,0,120,64,0,0,10,16,25,17,32,23,76,38,125,12,2021
0 to 4,6.203331418724871,8.792497069167643,0.975609756097561,2.9757619390448764,8.353052531945101,5.830009205277692,4.716981132075472,0.0,10.019646365422396,0.0,5.054840247973295,3.278688524590164,9.058614564831261,10.922205048943843,5.298013245033113,2.8066528066528065,9.726962457337883,1.4036711399043653,2.3723939611790077,108,150,10,124,353,190,110,0,204,0,106,54,255,424,56,27,114,91,33,2022
5 to 9,19.184376794945432,7.092614302461899,0.0,2.5437964962802977,5.489824893516327,4.050322184719239,6.089193825042882,0.0,9.332023575638507,0.0,2.479732951835956,2.610807528840316,6.820603907637655,6.9294178258629575,1.4191106906338695,0.0,4.778156996587031,1.588770630880765,7.6923076923076925,334,121,0,106,232,132,142,0,190,0,52,43,192,269,15,0,56,103,107,2022
10 to 14,8.788052843193567,4.337631887456038,0.0,3.119750419966403,4.874585896829153,4.295796256520405,7.718696397941681,0.0,7.220039292730845,2.416918429003021,5.674773485932284,4.978749241044323,3.552397868561279,5.847501287995878,4.541154210028382,0.0,5.716723549488054,0.8175227518124325,6.1107117181883535,153,74,0,130,206,140,180,0,147,24,119,82,100,227,48,0,67,53,85,2022
15 to 19,5.1694428489373925,1.64126611957796,10.048780487804878,5.519558435325174,1.9403691433980124,4.786744400122737,3.216123499142367,15.221346270466949,2.5540275049115913,18.731117824773413,3.099666189794945,0.9107468123861566,2.9484902309058616,2.4214322514167956,8.798486281929991,0.0,2.1331058020477816,11.969767083140521,6.542056074766355,90,28,103,230,82,156,75,502,52,186,65,15,83,94,93,0,25,776,91,2022
20 to 24,10.74095347501436,1.1723329425556859,52.8780487804878,3.9356851451883847,8.5660198769522,7.456274930960418,0.9433962264150944,56.79199514857489,10.265225933202357,34.74320241691843,4.101096804959466,6.071645415907711,6.465364120781527,1.6743946419371458,10.879848628192999,2.286902286902287,2.5597269624573378,49.34443930279192,1.6534867002156721,187,20,542,164,362,243,22,1873,209,345,86,100,182,65,115,22,30,3199,23,2022
25 to 29,3.4462952326249283,4.4548651817116065,21.75609756097561,5.615550755939525,12.233790818741126,10.647437864375576,6.346483704974271,7.731958762886598,6.4833005893909625,2.416918429003021,5.436337625178827,16.454159077109896,3.197158081705151,11.540443070582175,2.838221381267739,18.91891891891892,16.808873720136518,12.555915471232455,4.02588066139468,60,76,223,234,517,347,148,255,132,24,114,271,90,448,30,182,197,814,56,2022
30 to 34,18.897185525560023,10.785463071512309,8.78048780487805,13.582913366930645,10.222432560340748,11.353175820803928,3.216123499142367,5.336567616737416,10.31434184675835,0.2014098690835851,9.823557463042441,11.35397692774742,13.534635879218472,11.823802163833076,5.10879848628193,9.771309771309772,4.351535836177474,2.9924417707851303,7.764198418404026,329,184,90,566,432,370,75,176,210,2,206,187,381,459,54,94,51,194,108,2022
35 to 39,12.234348075818495,8.909730363423213,0.0,9.623230141588673,7.99810695693327,11.813439705431113,8.404802744425385,0.9096422073984233,8.153241650294696,0.2014098690835851,4.0534096328087745,12.568306010928962,5.648312611012433,8.758371973209686,5.392620624408704,9.355509355509355,1.5358361774744027,1.2648465216720655,17.97268152408339,213,152,0,401,338,385,196,30,166,2,85,207,159,340,57,90,18,82,250,2022
40 to 44,1.4933946008041357,5.0996483001172335,0.8780487804878049,7.919366450683945,3.005205868433507,9.051856397667997,6.089193825042882,1.8192844147968465,2.013752455795678,0.0,14.115402956604674,1.5179113539769278,9.342806394316163,9.737248840803709,5.10879848628193,12.993762993762994,4.948805460750854,3.0849915162733303,16.247304097771387,26,87,9,330,127,295,142,60,41,0,296,25,263,378,54,125,58,200,226,2022
45 to 49,1.0338885697874785,6.799531066822977,3.4146341463414633,7.847372210223182,7.619498343587317,2.301319423135931,11.063464837049743,0.8793208004851425,7.367387033398821,7.854984894259819,6.008583690987124,3.1572556162720096,5.825932504440497,3.426069036579083,15.137180700094607,1.5592515592515592,10.494880546075086,2.483418170600031,4.744787922358015,18,116,35,327,322,75,258,29,150,78,126,52,164,133,160,15,123,161,66,2022
50 to 54,4.2504307869040785,5.041031652989449,0.0,7.247420206383489,6.176053005205868,7.609696225836146,3.730703259005146,2.152819890842935,4.518664047151277,2.014098690835851,3.7672865999046254,7.528840315725562,2.7353463587921847,5.486862442040185,10.028382213812677,0.7276507276507277,3.6689419795221845,2.1903439765540647,7.764198418404026,74,86,0,302,261,248,87,71,92,20,79,124,77,213,106,7,43,142,108,2022
55 to 59,0.0,5.2168815943728015,0.0,8.879289656827455,6.554661618551822,6.075483277078859,7.804459691252144,1.910248635536689,4.616895874263261,6.143001007049345,7.010014306151645,6.9216757741347905,11.936056838365896,6.105100463678516,7.5685903500473035,0.9355509355509356,12.030716723549489,1.943544655252198,1.2221423436376708,0,89,0,370,277,198,182,63,94,61,147,114,336,237,80,9,141,126,17,2022
60 to 64,1.4933946008041357,5.978898007033997,0.0,9.839212862970962,8.589682915286323,2.9456888616139922,6.217838765008576,0.1212856276531231,4.764243614931238,7.150050352467271,8.965188364329995,2.610807528840316,6.607460035523979,4.250386398763524,4.446546830652791,3.1185031185031185,3.583617747440273,1.7275952491130648,3.4507548526240117,26,102,0,410,363,96,145,4,97,71,188,43,186,165,47,30,42,112,48,2022
65 to 69,6.950028719126939,10.199296600234467,0.0,2.8797696184305255,1.9403691433980124,2.209266646210494,10.16295025728988,4.639175257731959,1.1787819253438114,13.494461228600201,7.629947544110634,7.528840315725562,3.9786856127886323,4.250386398763524,5.865657521286661,7.484407484407485,2.303754266211604,1.018047200370199,5.319913731128684,121,174,0,120,82,72,237,153,24,134,160,124,112,165,62,72,27,66,74,2022
70 to 74,0.0,5.509964830011723,0.0,5.327573794096472,4.424988168480833,5.032218471923903,4.67409948542024,0.939963614311704,4.764243614931238,2.215508559919436,4.768717215069146,4.18943533697632,3.9431616341030193,3.657908294693457,2.270577105014191,12.577962577962579,4.266211604095563,1.4036711399043653,2.659956865564342,0,94,0,222,187,164,109,31,97,22,100,69,111,142,24,121,50,91,37,2022
75 to 79,0.0,4.103165298944901,0.0,1.847852171826254,1.7510648367250354,1.4114759128567045,4.11663807890223,0.7580351728320194,2.6031434184675835,0.0,4.9117787315212205,5.828779599271402,1.8117229129662522,1.4683153013910355,2.270577105014191,1.0395010395010396,1.023890784982935,0.5398735153478328,0.0,0,70,0,77,74,46,96,25,53,0,103,96,51,57,24,10,12,35,0,2022
80 to 84,0.05743825387708214,4.337631887456038,0.0,0.8399328053755699,0.2129673450070989,1.22737035900583,2.7444253859348198,0.7883565797453002,3.831041257367387,1.2084592145015105,2.479732951835956,1.153612629022465,2.2735346358792183,0.824317362184441,3.0274361400189216,7.588357588357589,5.034129692832765,1.5270708005552984,0.7907979870596693,1,74,0,35,9,40,64,26,78,12,52,19,64,32,32,73,59,99,11,2022
85 and up,0.05743825387708214,0.5275498241500586,1.2682926829268293,0.45596352291816655,0.047326076668244205,1.9024240564590364,2.7444253859348198,0.0,0.0,1.2084592145015105,0.619933237958989,1.3357619914996963,0.3197158081705151,0.8758371973209685,0.0,8.835758835758837,5.034129692832765,2.1440691038099646,3.6664270309130123,1,9,13,19,2,62,64,0,0,12,13,22,9,34,0,85,59,139,51,2022
